date,value,normalized_value,sample_normalized_value,first_difference,second_difference,importance,privacy_budget,perturbed_value
2008-01-31,23455.7402,0.9785758391153938,0.9785758391153938,197.94930000000022,440.16200000000026,0.18846633063290655,0.00022512065067462655,0.5870293858079632
2008-02-01,24123.5801,1.06181113197617,1.06181113197617,667.839899999999,469.8905999999988,0.3360289852007659,0.00040138237710626265,1.486624197312499
2008-02-04,25032.0801,1.175040760161032,1.175040760161032,908.5,240.66010000000097,0.3394047203939876,0.00040541465014225404,1.5644844222234475
2008-02-05,24808.6992,1.147199993787229,1.147199993787229,223.3809000000001,685.1190999999999,0.26832570020307656,0.0003205116586054784,0.6836092862978064
2008-02-06,23469.4609,0.9802858993899517,0.9802858993899517,1339.238300000001,1115.8574000000008,0.7251131235751931,0.00086613846432821,1.5564668474214183
2008-02-11,22616.1094,0.8739296274515985,0.8739296274515985,853.351499999997,485.88680000000386,0.39554436388142894,0.00047247274496530726,0.8707479209740884
2008-02-12,22921.6699,0.9120127334537784,0.9120127334537784,305.5604999999996,547.7909999999974,0.25203757705761687,0.0003010557013081695,0.5479771269956557
2008-02-13,23169.5508,0.9429070230972886,0.9429070230972886,247.8809000000001,57.67959999999948,0.09024736941871445,0.00010779934249787471,1.0772884571954113
2008-02-14,24021.6797,1.0491109179928035,1.0491109179928035,852.1288999999997,604.2479999999996,0.4301412784282728,0.0005137983222605446,0.795114554828334
2008-02-15,24148.4297,1.0649082271534323,1.0649082271534323,126.75,725.3788999999997,0.25167648184455405,0.00030062437763859307,0.8736843656069825
2008-02-18,23759.25,1.016403358988219,1.016403358988219,389.1797000000006,262.4297000000006,0.19245299781387665,0.00022988267425087623,1.0321782734734002
2008-02-19,24123.1699,1.061760007272283,1.061760007272283,363.9199000000008,25.259799999999814,0.11494432086661908,0.00013729953895716315,1.0216381396929002
2008-02-20,23590.5801,0.9953814216596798,0.9953814216596798,532.5898000000016,168.66990000000078,0.20711722622641723,0.000247398909807574,0.7069687348998186
2008-02-21,23623.0,0.9994220306005609,0.9994220306005609,32.41990000000078,500.1699000000008,0.15730052945076162,0.00018789349494150858,0.9732431808733053
2008-02-22,23305.0391,0.9597934180696596,0.9597934180696596,317.9608999999982,285.54099999999744,0.17824443576377097,0.00021291072640677622,0.7647525388475132
2008-02-25,23269.1406,0.9553192586779209,0.9553192586779209,35.89850000000297,282.06239999999525,0.0939098306325811,0.0001121741061427519,0.9014928685621283
2008-02-26,23714.75,1.0108571636616077,1.0108571636616077,445.6094000000012,409.7108999999982,0.2526190626256526,0.0003017502784721357,1.0082259230672277
2008-02-27,24483.8398,1.1067115963471004,1.1067115963471004,769.0898000000016,323.4804000000004,0.3226908794012283,0.00038545017825527785,1.1769622235525408
2008-02-28,24591.6895,1.1201532930238738,1.1201532930238738,107.84969999999885,661.2401000000027,0.22715086307544805,0.0002713288358993464,1.3896859699112358
2008-02-29,24331.6699,1.0877461134655069,1.0877461134655069,260.0195999999996,152.16990000000078,0.12174027100039202,0.00014541721552533077,1.1698671161609102
2008-03-03,23584.9707,0.9946823019278802,0.9946823019278802,746.6991999999991,486.6795999999995,0.36427873431549807,0.0004351263454890856,0.7635583958212128
2008-03-04,23119.8691,0.9367150138308141,0.9367150138308141,465.1016000000018,281.5975999999973,0.22053779381516442,0.00026342960822386746,0.9832705106662573
